,accuracy,best_params,c,cm_00,cm_01,cm_02,cm_10,cm_11,cm_12,cm_20,cm_21,cm_22,f1,precision,recall
0,0.715982721382,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.1,61,173,1,4,502,3,0,82,100,0.63300544637,0.854381329811,0.598424187247
1,0.711663066955,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.1,74,145,15,23,451,44,5,35,134,0.651917294451,0.711509741505,0.652336876475
2,0.72,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.1,72,155,0,21,493,0,9,74,101,0.648065509087,0.796235945902,0.60841254303
3,0.729934924078,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.1,83,152,0,12,494,3,9,73,96,0.662458857011,0.81827975378,0.621015927975
4,0.718004338395,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.1,82,150,2,29,485,2,13,64,95,0.652520493065,0.771578212323,0.614225137481
5,0.728354978355,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.1,78,150,0,16,495,0,11,74,100,0.658366967738,0.810437777336,0.6171115497
6,0.717837837838,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.1,64,169,6,4,498,6,0,76,102,0.637243772427,0.835389677582,0.607043698424
7,0.699677072121,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.1,48,191,0,1,503,3,0,84,99,0.603649850957,0.865569878337,0.577976960097
8,0.697198275862,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.1,89,137,2,53,462,5,25,59,96,0.637819482226,0.722366875421,0.604048582996
9,0.647887323944,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.1,0,241,0,0,502,0,0,84,96,0.483702467803,0.535671100363,0.511111111111
10,0.701314217443,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.2,51,165,0,4,452,0,0,81,84,0.611481592463,0.858279065729,0.578810030126
11,0.731591448931,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.2,82,129,0,26,450,3,9,59,84,0.669552834413,0.790567031946,0.62690479129
12,0.716152019002,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.2,59,153,5,6,457,6,0,69,87,0.633215444593,0.822832003539,0.60133178489
13,0.712753277712,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.2,56,161,1,3,457,0,0,76,85,0.628206322971,0.865342025439,0.592769768458
14,0.720047449585,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.2,54,149,7,4,461,8,0,68,92,0.631055407694,0.82359618994,0.602257626095
15,0.712066905615,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.2,55,159,1,8,457,2,0,71,84,0.627308686302,0.834581392329,0.592112053709
16,0.705952380952,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.2,50,165,1,2,457,2,0,77,86,0.614535015127,0.860540575519,0.583470684619
17,0.717703349282,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.2,67,149,0,4,443,3,1,79,90,0.646684723012,0.852835378285,0.608013798112
18,0.729341317365,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.2,62,147,1,8,462,0,0,70,85,0.650809626473,0.851499583291,0.608867971806
19,0.731414868106,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.2,78,134,1,10,443,2,2,75,89,0.668378434238,0.837835274592,0.625322711679
20,0.722368421053,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.3,63,118,12,3,406,23,0,55,80,0.643217223158,0.783802203153,0.619610759291
21,0.744736842105,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.3,66,116,2,5,423,4,0,67,77,0.670363352491,0.851769370047,0.624194847021
22,0.712,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.3,49,139,1,5,406,3,0,68,79,0.626967029466,0.84051037089,0.592450184583
