,accuracy,best_params,c,cm_00,cm_01,cm_02,cm_10,cm_11,cm_12,cm_20,cm_21,cm_22,f1,precision,recall
49,0.753184713376,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.5,67,94,0,10,340,0,0,51,66,0.699569314326,0.857053599322,0.650560067951
50,0.746858168761,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.6,51,89,1,4,307,4,0,43,58,0.680682947954,0.84907475887,0.636854242668
51,0.725978647687,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.6,41,102,0,1,310,2,0,49,57,0.645061975295,0.871581121388,0.604954823744
52,0.761140819964,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.6,60,71,0,7,305,3,0,53,62,0.704947322689,0.853441417621,0.655133223404
53,0.751341681574,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.6,49,92,0,8,311,2,0,37,60,0.68900402466,0.84473641337,0.644973927851
54,0.741134751773,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.6,43,102,0,4,310,0,0,40,65,0.674007342275,0.866911441662,0.634286829894
55,0.774021352313,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.6,60,73,0,12,306,0,0,42,69,0.726726221254,0.853391396147,0.678337864038
56,0.744642857143,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.6,59,82,0,6,305,0,0,55,53,0.680431196212,0.865912518854,0.629962617517
57,0.714788732394,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.6,45,107,0,6,298,2,0,47,63,0.649876479024,0.836958581935,0.614212037819
58,0.738053097345,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.6,54,88,0,5,306,1,0,54,57,0.672377601249,0.860349524088,0.624854811475
59,0.699443413729,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.6,39,104,0,5,284,1,0,52,54,0.622000648221,0.837878787879,0.587157193273
60,0.772030651341,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.7,65,64,0,8,283,2,0,45,55,0.723492890458,0.859087338372,0.67324875872
61,0.760700389105,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.7,57,71,0,6,279,2,0,44,55,0.707123367928,0.859265337625,0.657664497032
62,0.743486973948,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.7,44,82,0,2,275,3,0,41,52,0.675180016402,0.864310352818,0.630162997098
63,0.698656429942,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.7,44,96,0,4,269,3,0,54,51,0.627898419923,0.83437196146,0.59154589372
64,0.773092369478,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.7,47,67,0,4,285,2,0,40,53,0.706822208872,0.870748602471,0.653851539391
65,0.747011952191,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.7,46,84,0,5,280,2,0,36,49,0.681337936833,0.854248366013,0.635308832726
66,0.757936507937,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.7,46,77,0,6,289,2,0,37,47,0.686065162907,0.853640215391,0.635523840808
67,0.777777777778,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.7,60,59,0,13,285,2,2,38,54,0.724777942377,0.836786337572,0.67622325526
68,0.753479125249,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.7,46,73,0,4,282,0,0,47,51,0.682903299492,0.873830845771,0.630992257043
69,0.736633663366,"{'svm__C': 1, 'svm__kernel': 'rbf', 'svm__gamma': 1}",0.7,50,74,0,8,266,2,0,49,56,0.678855704623,0.837130278049,0.633442418576
