‘AvgRequestNo’,‘AvgTimeBetwReq’,‘AvgTimeBetwRespReq’,AvgDataRate,AvgPacketNo,‘AvgPacketSize’,‘AvgConcurrentReq’,‘MaxReq’,‘AvgDuration’,Class
56.654,0.018,0.086,0.063,56.654,139,73.128,123,23.135,flooding
146.818,0.007,0.02,0.164,147.585,139,181.942,296,6.214,flooding
127.971,0.008,0.039,0.161,144.468,139,191.743,292,23.922,flooding
66.148,0.015,0.082,0.074,66.148,139,86.248,139,16.243,flooding
66.93,0.015,0.071,0.074,66.93,139,90.524,156,23.406,flooding
81.784,0.012,0.053,0.091,81.796,139,107.026,165,16.279,flooding
83.988,0.012,0.047,0.093,83.988,139,110.77,171,6.313,flooding
302.53,0.003,0.02,0.336,302.538,139,424.902,590,7.417,flooding
83.106,0.012,0.052,0.099,88.736,139,105.4,201,16.243,flooding
90.2,0.01,0.036,0.103,92.695,139,119.38,525,8.167,flooding
322.453,0.003,0.016,0.359,322.585,139,451.15,739,5.836,flooding
112.478,0.009,0.034,0.13,117.167,139,144.462,206,10.603,flooding
115.4,0.009,0.036,0.132,118.48,139,154.65,213,6.814,flooding
115.4,0.009,0.036,0.132,118.48,139,154.65,213,15.154,flooding
121.703,0.008,0.034,0.142,127.588,139,161.797,235,11.15,flooding
257.605,0.004,0.015,0.286,257.62,139,347.46,429,4.7,flooding
66.177,0.015,0.105,0.1,89.592,139,63.228,236,79.15,flooding
198.397,0.005,0.042,0.221,198.45,139,275.833,483,9.838,flooding
87.978,0.012,0.074,0.121,109.15,139,83.037,248,65.189,flooding
291.457,0.003,0.013,0.324,291.48,139,388.128,487,4.823,flooding
86.673,0.011,0.069,0.128,114.702,139,86.467,284,63.519,flooding
345.172,0.003,0.012,0.384,345.207,139,454.91,516,4.653,flooding
112.257,0.009,0.057,0.152,136.828,139,130.903,304,43.94,flooding
114.232,0.009,0.054,0.16,143.712,139,131.353,311,46.345,flooding
148.175,0.007,0.052,0.165,148.222,139,194.35,352,37.645,flooding
162.057,0.006,0.049,0.18,162.245,139,219.977,356,38.192,flooding
8.934,0.112,0.091,0.852,91.739,1160.671,10.158,170,1.991,flooding
12.361,0.082,0.06,1.438,142.787,1258.743,13.854,181,3.891,flooding
